IDBOOK;IDSCHOOL;IDCLASS;IDSTUD;ITSEX;ASDAGE;ILRELIAB;ASBG01;ASBG03;ASBG04;JKZONE;JKREP;TOTWGT;SENWGT;ASMMAT01;ASMMAT02;ASMMAT03;ASMMAT04;ASMMAT05;ASSSCI01;ASSSCI02;ASSSCI03;ASSSCI04;ASSSCI05;ASMIBM01;ASMIBM02;ASMIBM03;ASMIBM04;ASMIBM05;ASSIBM01;ASSIBM02;ASSIBM03;ASSIBM04;ASSIBM05;ASBGDML;ASDGDML;ASBGICM;ASDGICM;ASBGICS;ASDGICS;ASBGSEC;ASDGSEC;ASBGSSB;ASDGSSB;ASBGSB;ASDGSB;ASBGSLM;ASDGSLM;ASBGSCM;ASDGSCM;ASBGSLS;ASDGSLS;ASBGSCS;ASDGSCS;ASBGVEP;ASDGVEP;ASBGDSL;ASDGDSL;ASBGHRL;ASDGHRL;ASDG05S
13;5107;510705;51070507;1;10.42;1;1;1;5;26;1;511.824138;0.07512;652.80176;670.18011;645.33806;645.63696;629.2776;601.53402;604.7874;657.02545;612.62548;572.59356;5;5;5;5;5;4;4;5;4;4;11.068;2;9.79495;1;7.77868;2;11.12316;1;8.23809;2;7.8887;3;12.58525;1;12.47985;1;8.05377;3;7.53836;3;7.80254;2;9.40243;2;;;3
2;5107;510705;51070508;2;9.75;1;2;3;3;26;1;511.824138;0.07512;633.71354;608.10119;619.34189;587.2639;613.91949;622.27665;578.69089;608.48213;598.23505;609.98469;5;4;4;4;4;4;4;4;4;4;9.43115;2;12.0657;1;10.57193;1;10.06032;2;11.13407;1;10.26863;1;11.04427;1;10.37754;2;11.19654;1;10.6627;1;7.80254;2;10.85434;2;;;3
3;5107;510705;51070509;1;10.42;0;1;1;3;26;1;511.824138;0.07512;509.9367;494.12582;450.51287;524.90616;482.35838;520.5404;524.74723;470.21694;532.49623;492.69266;3;3;2;3;3;3;3;2;3;3;11.068;2;8.74997;2;9.34773;1;9.18977;2;9.21853;2;10.26863;1;10.32005;2;8.73075;3;12.38129;1;9.88347;2;10.81893;1;12.79012;1;;;3
4;5107;510705;51070510;2;10.33;1;2;1;3;26;1;511.824138;0.07512;690.45504;694.87257;680.48825;692.04883;713.4863;638.52599;677.1789;638.42137;635.3781;666.65227;5;5;5;5;5;5;5;5;5;5;8.66094;2;12.0657;1;9.87126;1;10.52055;1;11.13407;1;10.67995;1;11.04427;1;14.24115;1;8.33484;2;11.21249;1;8.23706;2;10.16468;2;;;3
14;5107;510705;51070511;2;10.75;1;2;1;1;26;1;511.824138;0.07512;472.25118;459.70914;383.39397;390.74885;437.19727;416.75773;448.09307;366.86897;438.59434;515.01148;2;2;1;1;2;2;2;1;2;3;10.72806;2;6.613;3;6.88677;2;8.78297;2;4.99425;3;12.77213;1;8.13421;3;8.60187;3;6.99031;3;7.53836;3;6.80498;3;10.06284;2;;;3
5;5107;510705;51070512;1;9.75;1;1;1;3;26;1;511.824138;0.07512;502.8705;469.55201;469.71602;480.89737;502.23626;522.80154;550.62592;551.43454;559.95586;559.03026;3;2;2;3;3;3;4;4;4;4;9.668;2;9.79495;1;10.57193;1;11.12316;1;10.27009;1;8.85315;2;8.5828;3;9.07994;2;11.19654;1;9.00441;2;10.81893;1;10.16468;2;;;3
9;5107;510705;51070514;1;10.5;1;1;1;4;26;1;511.824138;0.07512;590.82524;630.66455;600.48523;564.03038;623.96867;604.63133;581.76308;617.70253;524.87878;642.29295;4;5;4;4;4;4;4;4;3;5;10.15868;2;10.57679;1;9.34773;1;9.68141;2;11.13407;1;9.5024;2;12.58525;1;11.12809;1;8.33484;2;9.27914;2;9.8007;1;12.16811;1;;;3
10;5107;510705;51070515;2;10.17;1;2;2;5;26;1;511.824138;0.07512;610.18284;669.00821;593.39606;632.37783;617.12492;671.52477;663.11185;633.73248;661.17319;636.90261;4;5;4;5;4;5;5;5;5;5;10.67006;2;9.79495;1;9.87126;1;10.06032;2;9.67568;1;9.31658;2;10.64878;1;9.55618;2;12.38129;1;9.88347;2;8.60822;2;12.79012;1;;;3
11;5107;510705;51070516;1;10.17;0;1;3;1;26;1;511.824138;0.07512;573.27336;585.55422;601.81323;561.92858;520.30405;578.75173;524.79415;589.16573;530.50837;519.03777;4;4;4;4;3;4;3;4;3;3;11.4653;2;8.74997;2;7.16102;2;10.52055;1;8.52465;2;8.99544;2;11.04427;1;9.80763;2;8.05377;3;8.17647;3;6.80498;3;12.16811;1;;;3
12;5107;510705;51070517;2;10.5;1;2;3;3;26;1;511.824138;0.07512;609.64401;616.51423;589.71134;542.26609;613.13739;650.46614;613.29236;657.3749;628.49121;623.88045;4;4;4;3;4;5;4;5;5;4;10.42846;2;12.0657;1;11.89622;1;11.12316;1;9.34883;2;12.77213;1;10.02905;2;10.07795;2;9.2842;2;9.88347;2;8.60822;2;10.48834;2;;;3
6;5107;510705;51070518;2;10.67;1;2;1;4;26;1;511.824138;0.07512;548.07515;575.33845;581.49276;587.72884;591.10635;627.50817;645.60291;561.51009;633.40928;645.74304;3;4;4;4;4;5;5;4;5;5;11.93926;1;12.0657;1;11.89622;1;8.78297;2;10.27009;1;12.77213;1;9.76169;2;9.80763;2;12.38129;1;12.03171;1;9.8007;1;12.79012;1;;;3
13;5107;510705;51070520;1;10;1;1;1;4;26;1;511.824138;0.07512;598.52836;591.8492;559.46646;648.63295;628.17593;594.7874;628.04108;564.50767;684.03186;684.54809;4;4;4;5;5;4;5;4;5;5;11.93926;1;12.0657;1;11.89622;1;10.52055;1;12.85659;1;12.77213;1;12.58525;1;11.12809;1;12.38129;1;10.6627;1;10.81893;1;11.68355;1;;;3
14;5107;510705;51070521;1;10.08;1;1;2;3;26;1;511.824138;0.07512;671.63813;648.27765;662.6446;675.34071;651.63143;645.35395;584.1539;569.55913;656.32899;682.47831;5;5;5;5;5;5;4;4;5;5;10.72806;2;12.0657;1;11.89622;1;8.27849;2;12.85659;1;10.0622;1;12.58525;1;14.24115;1;11.19654;1;11.72309;1;9.12168;2;12.79012;1;;;3
8;5107;510705;51070522;2;10.67;1;2;3;2;26;1;511.824138;0.07512;765.49332;701.2146;673.16654;684.93195;669.89194;771.10324;643.02286;712.64325;696.04344;644.32008;5;5;5;5;5;5;5;5;5;5;8.34279;3;9.22126;1;8.126;2;12.03529;1;10.27009;1;8.11347;2;7.90526;3;10.37754;2;8.05377;3;9.27914;2;8.17782;2;11.25341;2;;;2
1;5107;510705;51070523;2;10.5;1;2;1;3;26;1;511.824138;0.07512;647.08437;634.44266;626.54913;697.49206;657.91365;727.7039;707.06302;722.8315;734.20582;706.07905;5;5;5;5;5;5;5;5;5;5;6.16447;3;9.79495;1;11.89622;1;12.03529;1;6.71821;3;9.5024;2;9.03594;2;11.66684;1;11.19654;1;11.21249;1;10.81893;1;10.48834;2;;;1
2;5107;510705;51070524;2;9.92;1;2;3;3;26;1;511.824138;0.07512;624.6799;618.53675;590.06355;626.36694;601.30029;606.03683;610.71673;592.77335;623.68208;613.4281;4;4;4;5;4;4;4;4;4;4;10.42846;2;12.0657;1;10.57193;1;12.03529;1;11.13407;1;11.31834;1;12.58525;1;14.24115;1;9.65304;2;9.56806;2;8.17782;2;11.68355;1;;;3
9;5107;510705;51070525;1;10.17;1;1;1;3;26;1;511.824138;0.07512;641.99965;665.3191;618.18584;621.14388;594.45848;605.76527;633.21322;620.70073;561.02609;590.2916;5;5;4;4;4;4;5;4;4;4;10.72806;2;12.0657;1;10.57193;1;8.52499;2;11.13407;1;10.26863;1;12.58525;1;12.47985;1;9.65304;2;13.79425;1;7.80254;2;12.16811;1;;;3
3;5107;510705;51070526;2;10.83;1;2;1;3;26;1;511.824138;0.07512;695.96366;683.37356;704.77043;672.65677;639.79543;701.84254;677.3177;690.16848;617.6794;647.67487;5;5;5;5;5;5;5;5;4;5;10.72806;2;12.0657;1;11.89622;1;10.52055;1;9.67568;1;9.96235;1;9.76169;2;11.66684;1;10.55542;1;11.21249;1;10.81893;1;10.48834;2;;;3
5;5107;510709;51070901;2;10.25;1;2;1;3;26;1;532.297103;0.078125;503.0924;512.43888;501.11535;542.21795;490.05684;628.60811;639.79448;650.35658;630.54476;660.70309;3;3;3;3;3;5;5;5;5;5;10.72806;2;8.74997;2;7.77868;2;10.52055;1;8.84474;2;11.31834;1;9.26928;2;10.37754;2;9.65304;2;11.21249;1;7.46133;2;10.48834;2;;;3
10;5107;510709;51070902;1;10.5;0;1;3;3;26;1;532.297103;0.078125;464.2242;429.61869;451.89557;452.42622;469.64027;523.43888;479.01487;483.50722;467.29005;461.70723;2;2;2;2;2;3;3;3;2;2;9.668;2;11.95911;1;10.57193;1;8.52499;2;9.21853;2;12.77213;1;9.61142;2;10.90916;2;10.55542;1;9.88347;2;12.93917;1;8.74519;2;;;3
6;5107;510709;51070903;1;10.5;1;1;3;3;26;1;532.297103;0.078125;562.6196;591.02508;544.50395;572.6153;563.99579;543.15276;613.40112;527.82204;539.13315;583.22746;4;4;3;4;4;3;4;3;3;4;10.72806;2;10.57679;1;9.87126;1;11.12316;1;10.27009;1;8.85315;2;11.04427;1;9.55618;2;10.55542;1;9.56806;2;12.93917;1;11.68355;1;;;3
7;5107;510709;51070904;1;10;1;1;3;2;26;1;532.297103;0.078125;615.67047;618.84112;635.55256;628.85825;644.89083;595.73266;575.81718;656.18939;595.58098;607.21381;4;4;5;5;5;4;4;5;4;4;11.93926;1;12.0657;1;11.89622;1;9.68141;2;10.27009;1;12.77213;1;10.64878;1;11.12809;1;11.19654;1;10.24194;2;9.8007;1;12.16811;1;;;3
1;5107;510709;51070905;1;9.75;1;1;3;1;26;1;532.297103;0.078125;587.65473;557.01723;581.94582;594.66918;582.71842;568.49806;539.74269;535.36258;485.03283;583.09557;4;4;4;4;4;4;3;3;3;4;10.42846;2;7.982;2;7.4572;2;10.06032;2;7.7273;3;8.7175;2;10.32005;2;11.12809;1;7.25848;3;8.46101;3;6.46932;3;10.48834;2;;;2
11;5107;510709;51070906;1;10.42;0;1;1;3;26;1;532.297103;0.078125;582.77609;541.85697;569.94395;567.63505;616.24322;598.88589;580.95752;576.61739;559.48561;608.19052;4;3;4;4;4;4;4;4;4;4;8.93735;2;10.57679;1;9.87126;1;10.06032;2;10.27009;1;8.7175;2;8.80779;2;8.84363;3;9.65304;2;9.00441;2;9.8007;1;8.50611;2;;;3
12;5107;510709;51070907;2;10.08;1;2;3;5;26;1;532.297103;0.078125;615.20298;602.63118;585.05546;536.75098;617.71549;614.62993;605.31206;567.55964;638.51472;629.40351;4;4;4;3;4;4;4;4;5;5;10.42846;2;8.74997;2;8.126;2;10.06032;2;9.21853;2;12.77213;1;10.02905;2;10.71625;2;8.94599;2;9.88347;2;8.60822;2;10.85434;2;;;3
13;5107;510709;51070908;2;10.25;0;2;1;5;26;1;532.297103;0.078125;543.51081;568.86571;589.80622;560.09459;607.27941;609.6717;608.80055;599.74338;627.816;681.92987;3;4;4;4;4;4;4;4;5;5;11.068;2;12.0657;1;11.89622;1;12.03529;1;8.52465;2;9.71382;1;9.51034;2;10.07795;2;8.94599;2;9.56806;2;7.80254;2;10.48834;2;;;3
14;5107;510709;51070909;2;9.92;1;2;1;2;26;1;532.297103;0.078125;613.72605;595.87844;588.35553;587.86605;657.11159;609.50832;644.61925;613.3121;620.53408;643.34789;4;4;4;4;5;4;5;4;4;5;13.32557;1;12.0657;1;10.57193;1;9.35473;2;12.85659;1;9.5024;2;11.04427;1;12.47985;1;12.38129;1;12.03171;1;10.81893;1;13.92407;1;;;3
8;5107;510709;51070910;2;10.58;0;2;1;3;26;1;532.297103;0.078125;606.91958;589.47008;659.78003;582.25721;651.15564;641.33156;605.57227;662.01983;664.09347;606.59649;4;4;5;4;5;5;4;5;5;4;10.42846;2;8.74997;2;9.34773;1;10.52055;1;7.9754;2;8.46456;2;7.90526;3;10.37754;2;7.52054;3;7.87227;3;6.80498;3;11.68355;1;;;3
2;5107;510709;51070911;2;9.83;1;2;4;3;26;1;532.297103;0.078125;662.25507;740.35352;692.85267;701.1964;726.33636;634.41613;706.29791;703.95527;683.46663;700.12577;5;5;5;5;5;5;5;5;5;5;9.668;2;12.0657;1;9.34773;1;11.70882;1;8.52465;2;8.58842;2;12.58525;1;14.24115;1;11.19654;1;11.21249;1;12.93917;1;11.25341;2;;;3
9;5107;510709;51070912;2;10.17;0;2;3;1;26;1;532.297103;0.078125;528.68616;560.93437;572.52808;602.98773;553.01652;484.35572;560.27824;525.56382;545.11856;566.29405;3;4;4;4;4;3;4;3;3;4;9.668;2;8.34228;2;9.34773;1;9.35473;2;8.52465;2;8.99544;2;10.32005;2;10.71625;2;12.38129;1;10.24194;2;9.8007;1;11.25341;2;;;2
3;5107;510709;51070913;1;10.58;0;1;3;4;26;1;532.297103;0.078125;645.14503;625.97942;637.46597;657.22668;683.41696;672.2708;693.82498;685.04571;688.01337;686.89102;5;5;5;5;5;5;5;5;5;5;10.72806;2;12.0657;1;7.77868;2;12.03529;1;9.21853;2;9.14916;2;12.58525;1;14.24115;1;8.33484;2;9.27914;2;9.8007;1;9.88318;2;;;3
11;5107;510709;51070915;2;9.67;1;2;2;3;26;1;532.297103;0.078125;675.001;650.74526;715.90837;729.21939;644.6301;644.80019;632.84116;670.69016;689.70812;633.91821;5;5;5;5;5;5;5;5;5;5;10.42846;2;9.22126;1;9.87126;1;11.12316;1;9.21853;2;8.7175;2;11.04427;1;14.24115;1;11.19654;1;13.79425;1;10.81893;1;10.48834;2;;;3
12;5107;510709;51070916;1;10;0;1;1;3;26;1;532.297103;0.078125;564.36252;514.10505;539.12541;523.21557;543.04435;537.01808;535.6068;540.67587;572.36867;546.88428;4;3;3;3;3;3;3;3;4;3;10.15868;2;12.0657;1;10.57193;1;9.05715;2;9.67568;1;10.26863;1;10.32005;2;10.07795;2;12.38129;1;999999;9;8.60822;2;11.25341;2;;;3
13;5107;510709;51070917;1;10.75;1;1;1;2;26;1;532.297103;0.078125;547.18859;541.20126;555.97335;550.16639;538.62018;535.98503;524.75166;583.56678;535.07229;513.81231;3;3;4;4;3;3;3;4;3;3;8.93735;2;9.22126;1;7.16102;2;9.68141;2;8.52465;2;8.58842;2;11.57546;1;11.12809;1;8.05377;3;10.6627;1;8.17782;2;9.1832;2;;;3
4;5107;510709;51070918;2;10.58;0;2;3;4;26;1;532.297103;0.078125;536.72575;534.16419;547.6246;547.48211;499.79817;563.35975;527.05544;475.449;521.57082;502.63727;3;3;3;3;3;4;3;3;3;3;11.068;2;12.0657;1;11.89622;1;12.03529;1;12.85659;1;12.77213;1;11.57546;1;9.55618;2;9.65304;2;9.88347;2;9.12168;2;11.25341;2;;;3
5;5107;510709;51070919;2;10.75;1;2;3;1;26;1;532.297103;0.078125;471.30165;525.90953;453.77226;512.97438;507.56454;609.16506;586.2058;573.40938;568.23682;584.26975;2;3;2;3;3;4;4;4;4;4;7.37265;3;12.0657;1;11.89622;1;10.52055;1;7.7273;3;8.11347;2;4.92865;3;9.31571;2;12.38129;1;13.79425;1;10.81893;1;8.41324;2;;;3
6;5107;510709;51070920;1;10;1;1;1;3;26;1;532.297103;0.078125;491.43393;531.29912;538.65496;486.92259;508.33815;578.16498;584.95339;558.98643;546.02957;581.86227;3;3;3;3;3;4;4;4;3;4;10.15868;2;9.22126;1;7.4572;2;9.35473;2;9.67568;1;9.31658;2;9.26928;2;8.84363;3;7.52054;3;8.17647;3;8.17782;2;10.48834;2;;;3
7;5107;510709;51070921;2;10.83;1;2;1;4;26;1;532.297103;0.078125;569.21256;582.23938;588.95826;537.73035;632.008;587.65019;531.52121;578.18208;557.57597;514.58013;4;4;4;3;5;4;3;4;4;3;13.32557;1;10.57679;1;8.49901;2;10.52055;1;12.85659;1;10.67995;1;11.57546;1;13.84028;1;10.55542;1;10.6627;1;12.93917;1;13.92407;1;;;3
1;5107;510709;51070922;1;10;0;1;3;2;26;1;532.297103;0.078125;568.51472;610.33551;585.9967;630.34425;597.84424;575.19583;559.25435;560.46143;588.31976;565.00123;4;4;4;5;4;4;4;4;4;4;10.15868;2;12.0657;1;11.89622;1;10.06032;2;11.13407;1;10.26863;1;11.04427;1;11.66684;1;10.55542;1;13.79425;1;12.93917;1;9.6332;2;;;3
14;5107;510709;51070923;2;10.17;0;2;1;1;26;1;532.297103;0.078125;454.53605;532.48783;505.67316;531.81481;534.30298;545.47351;584.35506;577.64541;554.6827;581.81909;2;3;3;3;3;3;4;4;4;4;9.9092;2;12.0657;1;11.89622;1;10.52055;1;9.21853;2;8.99544;2;11.04427;1;14.24115;1;11.19654;1;12.03171;1;12.93917;1;9.1832;2;;;3
8;5107;510709;51070924;2;10.33;1;2;3;2;26;1;532.297103;0.078125;619.07794;597.89773;622.67751;624.55778;593.8489;605.01474;585.49707;646.62913;654.64459;618.83788;4;4;4;4;4;4;4;5;5;4;13.32557;1;12.0657;1;11.89622;1;10.52055;1;12.85659;1;10.26863;1;9.76169;2;9.80763;2;10.55542;1;11.21249;1;9.12168;2;12.79012;1;;;3
2;5107;510709;51070925;1;10.5;1;1;3;3;26;1;532.297103;0.078125;613.99839;581.39275;583.37752;600.13149;583.93581;552.60109;546.68696;516.55437;565.98182;518.02734;4;4;4;4;4;4;3;3;4;3;10.72806;2;12.0657;1;11.89622;1;10.52055;1;9.67568;1;11.31834;1;10.64878;1;8.84363;3;9.65304;2;8.73568;3;10.81893;1;10.48834;2;;;3
12;5108;510802;51080201;2;10;1;2;3;3;57;1;250.703008;0.036796;567.73478;606.68521;535.6028;572.29392;550.38885;644.33565;602.96928;558.15058;553.69885;551.2608;4;4;3;4;4;5;4;4;4;4;12.52486;1;10.57679;1;9.34773;1;8.03682;3;9.21853;2;8.7175;2;10.64878;1;10.71625;2;10.06643;1;10.24194;2;10.81893;1;12.16811;1;;;1
13;5108;510802;51080202;1;10.58;1;1;1;3;57;1;250.703008;0.036796;586.39902;553.97365;614.40994;582.90657;609.17176;588.80339;585.77242;657.68751;646.98803;663.65296;4;4;4;4;4;4;4;5;5;5;11.4653;2;9.79495;1;9.34773;1;8.61006;2;8.23809;2;11.31834;1;10.02905;2;11.66684;1;10.06643;1;11.21249;1;8.60822;2;11.25341;2;;;3
14;5108;510802;51080203;1;10.5;0;1;3;1;57;1;250.703008;0.036796;486.42513;439.67641;425.53988;410.23863;449.1759;497.32584;490.19176;415.85153;443.85374;502.92501;3;2;2;2;2;3;3;2;2;3;7.37265;3;9.79495;1;11.89622;1;12.03529;1;11.13407;1;10.26863;1;11.57546;1;9.31571;2;12.38129;1;10.6627;1;12.93917;1;10.48834;2;;;2
8;5108;510802;51080204;2;10.58;1;2;3;4;57;1;250.703008;0.036796;548.414;577.56377;604.51468;613.38909;581.27961;598.42033;605.43296;638.39134;657.37067;678.68168;3;4;4;4;4;4;4;5;5;5;11.4653;2;12.0657;1;11.89622;1;14.00922;1;12.85659;1;12.77213;1;12.58525;1;14.24115;1;10.06643;1;13.79425;1;9.12168;2;11.47429;2;;;2
14;5108;510802;51080205;2;10.17;0;2;3;2;57;1;250.703008;0.036796;536.22856;541.00015;507.63868;495.78947;470.51237;510.92593;519.19635;477.47811;500.32154;462.56953;3;3;3;3;2;3;3;3;3;2;999999;9;2.45933;3;2.57406;3;14.00922;1;12.85659;1;999999;9;12.58525;1;999999;9;4.42382;3;7.87227;3;999999;9;8.50611;2;;;1
6;5108;510802;51080206;2;10.58;1;2;3;4;57;1;250.703008;0.036796;530.55289;545.4722;529.85247;508.84248;547.21925;580.32962;543.20793;532.1329;553.72658;551.35651;3;3;3;3;3;4;3;3;4;4;10.72806;2;12.0657;1;11.89622;1;14.00922;1;12.85659;1;12.77213;1;12.58525;1;9.55618;2;6.70592;3;8.17647;3;9.8007;1;10.85434;2;;;2
7;5108;510802;51080207;1;10.25;1;1;1;4;57;1;250.703008;0.036796;402.28906;455.30046;424.1049;427.12675;377.39631;470.21918;445.82283;465.94902;423.7735;370.44049;2;2;2;2;1;2;2;2;2;1;999999;9;999999;9;999999;9;8.24539;2;11.13407;1;12.77213;1;12.58525;1;9.31905;2;12.24601;1;7.87227;3;8.60822;2;999999;9;;;2
1;5108;510802;51080208;1;9.92;0;1;3;9;57;1;250.703008;0.036796;464.1141;459.34498;448.91073;434.76103;434.24553;489.3965;466.41528;431.4345;446.58799;496.83274;2;2;2;2;2;3;2;2;2;3;999999;9;999999;9;999999;9;999999;9;999999;9;12.77213;1;999999;9;999999;9;999999;9;999999;9;9.8007;1;999999;9;;;2
2;5108;510802;51080209;2;10.5;1;2;2;1;57;1;250.703008;0.036796;466.30927;479.08769;451.56336;521.38955;501.7131;484.24171;432.89769;418.05784;481.75684;475.29089;2;3;2;3;3;3;2;2;3;3;10.15868;2;9.22126;1;8.126;2;8.52499;2;12.85659;1;12.77213;1;12.58525;1;14.24115;1;8.63119;2;8.46101;3;10.81893;1;9.40243;2;;;3
8;5108;510802;51080210;1;10.17;0;1;3;5;57;1;250.703008;0.036796;469.74077;455.25595;475.30105;475.25523;445.46803;474.64157;482.70771;470.98385;482.14328;479.26937;2;2;3;3;2;2;3;2;3;3;14.84164;1;9.79495;1;11.89622;1;9.35473;2;10.27009;1;12.77213;1;12.58525;1;10.07795;2;11.19654;1;999999;9;8.60822;2;999999;9;;;2
3;5108;510802;51080211;2;10;1;2;3;2;57;1;250.703008;0.036796;483.44622;526.85757;545.13971;538.86643;527.09992;534.48375;515.10202;563.14052;534.56252;552.15794;3;3;3;3;3;3;3;4;3;4;9.668;2;7.982;2;10.44026;1;8.78297;2;8.84474;2;9.5024;2;9.51034;2;9.80763;2;12.38129;1;7.87227;3;12.93917;1;6.44063;3;;;2
9;5108;510802;51080212;1;10.08;0;1;3;1;57;1;250.703008;0.036796;411.92102;410.36431;410.52913;378.67334;403.63018;440.3764;445.94373;499.5027;433.731;405.85117;2;2;2;1;2;2;2;3;2;2;9.19036;2;12.0657;1;11.89622;1;9.68141;2;12.85659;1;8.22817;2;12.58525;1;9.80763;2;12.38129;1;7.87227;3;10.81893;1;9.88318;2;;;2
10;5108;510802;51080213;2;9.67;1;2;4;1;57;1;250.703008;0.036796;481.60014;474.2029;446.68704;454.89558;463.42359;410.28634;366.24229;444.93501;454.97811;446.79344;3;2;2;2;2;2;1;2;2;2;9.9092;2;7.65946;2;7.4572;2;8.27849;2;9.67568;1;8.3448;2;9.03594;2;8.60187;3;7.52054;3;9.00441;2;8.60822;2;9.83268;2;;;1
9;5108;510802;51080214;2;10.67;1;2;2;2;57;1;250.703008;0.036796;351.30532;399.24858;360.85352;416.42639;398.9446;383.95265;411.7914;455.79234;396.44062;435.48559;1;1;1;2;1;1;2;2;1;2;7.55738;3;9.22126;1;9.34773;1;11.02075;1;10.27009;1;7.4272;3;10.14813;2;8.64774;3;10.06643;1;8.17647;3;9.8007;1;8.23421;3;;;2
10;5108;510802;51080215;1;9.67;1;1;1;1;57;1;250.703008;0.036796;369.67277;356.89554;370.57733;467.57816;483.61941;432.11416;455.22378;425.49982;454.07394;482.87664;1;1;1;2;3;2;2;2;2;3;9.43115;2;8.08648;2;11.59714;1;11.56469;1;8.88939;2;7.93491;3;7.14221;3;999999;9;9.95199;2;9.00441;2;10.13109;1;9.6332;2;;;2
11;5108;510802;51080216;2;9.83;0;2;2;1;57;1;250.703008;0.036796;337.38027;316.65446;376.3791;389.82779;389.10496;350.58655;299.38357;336.80743;333.58897;301.83932;1;1;1;1;1;1;1;1;1;1;9.43115;2;6.613;3;7.07237;2;9.05715;2;8.84474;2;8.58842;2;8.35903;3;9.07994;2;8.05377;3;9.00441;2;7.46133;2;9.40243;2;;;2
11;5108;510802;51080217;1;9.83;0;1;1;1;57;1;250.703008;0.036796;379.22348;336.83292;394.49839;385.85225;384.0667;495.1319;440.87737;513.12746;461.76175;442.68471;1;1;1;1;1;3;2;3;2;2;9.9092;2;7.36764;2;7.76706;2;8.78297;2;7.7273;3;10.67995;1;6.82988;3;6.13487;3;8.33484;2;9.00441;2;7.46133;2;8.96617;2;;;2
4;5108;510802;51080218;1;9.75;1;1;3;2;57;1;250.703008;0.036796;397.15518;440.33289;384.76038;365.0069;401.37853;420.7922;430.61212;383.56222;369.14675;440.5772;1;2;1;1;2;2;2;1;1;2;6.16447;3;12.0657;1;10.57193;1;9.35473;2;11.13407;1;7.18263;3;12.58525;1;8.34967;3;11.19654;1;7.53836;3;8.60822;2;6.44063;3;;;2
12;5108;510802;51080219;2;10.33;0;2;2;2;57;1;250.703008;0.036796;551.7833;507.09337;506.408;529.50359;513.45579;528.2116;515.17867;586.27022;530.15515;536.4016;4;3;3;3;3;3;3;4;3;3;10.42846;2;12.0657;1;11.89622;1;11.12316;1;10.27009;1;9.5024;2;9.76169;2;8.84363;3;10.06643;1;8.73568;3;12.93917;1;9.40243;2;;;2
13;5108;510802;51080220;1;10.08;0;1;3;2;57;1;250.703008;0.036796;460.35;405.63061;418.24465;493.98158;418.50486;459.58097;414.29253;511.63894;475.19317;447.59046;2;2;2;3;2;2;2;3;3;2;9.668;2;10.57679;1;9.87126;1;8.52499;2;9.67568;1;9.71382;1;9.76169;2;8.34967;3;8.63119;2;8.65334;3;8.17782;2;9.20628;2;;;3
5;5108;510802;51080221;2;10.42;1;2;2;2;57;1;250.703008;0.036796;622.92031;563.76649;599.00378;571.72805;597.95282;649.08829;545.45296;544.90509;519.38172;565.39773;4;4;4;4;4;5;3;3;3;4;11.068;2;12.0657;1;11.89622;1;9.68141;2;9.21853;2;12.77213;1;9.51034;2;11.12809;1;10.06643;1;10.6627;1;12.93917;1;10.48834;2;;;2
12;5108;510802;51080222;1;9.92;0;1;3;1;57;1;250.703008;0.036796;449.48696;506.23367;444.79825;457.49554;506.74295;490.96119;482.19263;470.67052;478.57252;511.74427;2;3;2;2;3;3;3;2;3;3;11.068;2;9.79495;1;11.89622;1;10.52055;1;9.21853;2;12.77213;1;9.26928;2;9.23332;2;8.33484;2;9.00441;2;8.17782;2;10.85434;2;;;2
6;5108;510802;51080223;2;10.33;1;2;3;1;57;1;250.703008;0.036796;432.81453;381.51684;394.68387;414.16993;438.41619;450.46945;487.37608;375.31823;447.92661;444.98549;2;1;1;2;2;2;3;1;2;2;7.94605;3;9.79495;1;11.89622;1;9.05715;2;12.85659;1;11.31834;1;11.57546;1;8.60187;3;10.06643;1;7.53836;3;9.8007;1;6.44063;3;;;2
7;5108;510806;51080601;2;9.92;1;2;1;1;57;1;273.49419;0.040141;386.83647;409.58282;457.15982;405.68069;424.41463;452.28253;446.70617;472.81398;437.55504;496.63146;1;2;2;2;2;2;2;2;2;3;6.30985;3;12.0657;1;8.90139;2;14.00922;1;12.85659;1;7.18263;3;11.57546;1;9.50243;2;8.25558;2;8.17647;3;12.93917;1;8.96617;2;;;2
1;5108;510806;51080602;1;9.67;0;1;3;2;57;1;273.49419;0.040141;544.96346;590.54108;528.60011;556.76002;539.59399;580.95253;567.71835;553.79926;544.95943;539.74632;3;4;3;4;3;4;4;4;3;3;10.42846;2;12.0657;1;11.89622;1;11.12316;1;12.85659;1;12.77213;1;12.58525;1;14.24115;1;12.38129;1;13.79425;1;12.93917;1;9.88318;2;;;3
14;5108;510806;51080603;1;9.75;0;1;3;2;57;1;273.49419;0.040141;430.2283;431.18329;395.7284;396.36193;453.28051;473.797;528.28769;553.4141;441.01778;448.29526;2;2;1;1;2;2;3;4;2;2;10.15868;2;8.74997;2;999999;9;8.78297;2;9.67568;1;9.31658;2;9.51034;2;9.07994;2;10.55542;1;9.00441;2;9.8007;1;10.16468;2;;;3
